No.,TAB ID (SOFA),Plant,Family,,tropicos species,tropicos family
11569,TYP5_07339,Sterculia alata,STERCULIACEAE,11569,Pterygota alata,Malvaceae
11570,TYP5_07340,Sterculia guttata,STERCULIACEAE,11570,Sterculia sp.,Malvaceae
11571,TYP5_07341,Prunus mume,STERCULIACEAE,11571,Armeniaca mume var. mume,Rosaceae
11572,TYP5_07343,Sterculia foetida,ROSACEAE,11572,Sterculia foetida,Malvaceae
11573,TYP5_07349,Dipsacus fullonum L. var. sylvestris,STERCULIACEAE,11573,Dipsacus fullonum,Caprifoliaceae
11574,TYP5_07374,Solanum lycopersicum,DIPSACACEAE,11574,Solanum lycopersicum,Solanaceae
11575,TYP5_07600,Solanum lycopersicum,SOLANACEAE,11575,Solanum lycopersicum,Solanaceae
11576,TYP5_07601,Solanum lycopersicum,SOLANACEAE,11576,Solanum lycopersicum,Solanaceae
11577,TYP5_07602,Solanum lycopersicum,SOLANACEAE,11577,Solanum lycopersicum,Solanaceae
11578,TYP5_07603,Solanum lycopersicum,SOLANACEAE,11578,Solanum lycopersicum,Solanaceae
11579,TYP5_07604,Cannabis sativa,SOLANACEAE,11579,Cannabis sativa,Cannabaceae
11580,TYP5_07634,Heisteria parvifolia,CANNABACEAE,11580,Heisteria sp.,Olacaceae
11581,TYP5_07832,Crotalaria retusa,OLACACEAE,11581,Crotalaria retusa,Fabaceae
11582,TYP5_08686,Mimusops hexandra,LEGUMINOSAE-PAPILIONOIDEAE,11582,Manilkara hexandra,Sapotaceae
11583,TYP5_11631,Areca catechu,SAPOTACEAE,11583,Areca catechu,Arecaceae
11584,TYP5_11635,Datura fastuosa,PALMAE,11584,Datura metel,Solanaceae
11585,TYP5_11636,Calophyllum inophyllum,SOLANACEAE,11585,Calophyllum inophyllum,Calophyllaceae
11586,TYP5_11637,Psophocarpus tetragonolobus,GUTTIFERAE,11586,Psophocarpus tetragonolobus,Fabaceae
11587,TYP5_11688,Minquartia guianensis,LEGUMINOSAE-PAPILIONOIDEAE,11587,Minquartia guianensis,Olacaceae
11588,TYP5_11753,Acrocomia mokayayba,OLACACEAE,11588,Acrocomia aculeata,Arecaceae
11589,TAB_00098,Agrimonia procera,Palmae,11589,Agrimonia odorata,Rosaceae
11590,TAB_00113,Brachystegia nigra,Rosaceae,11590,Brachystelma gerrardii,Apocynaceae
11591,TAB_00283,Calophyllum brasiliense,Leguminosae,11591,Calophyllum brasiliense,Calophyllaceae
11592,TAB_00323,Campanula persicifolia,Guttiferae,11592,Campanula persicifolia,Campanulaceae
11593,TAB_00357,Carica papaya,Campanulaceae,11593,Carica papaya,Caricaceae
11594,TAB_00396,Castilla elastica,Caricaceae,11594,Castilla elastica,Moraceae
11595,TAB_00411,Chenopodium quinoa,Moraceae,11595,Chenopodium quinoa,Amaranthaceae
11596,TAB_00449,Colocynthis vulgaris,Chenopodiaceae,11596,Citrullus colocynthis,Cucurbitaceae
11597,TAB_00502,Acrocomia mokayayba,Curcurbetaceae,11597,Acrocomia aculeata,Arecaceae
11598,TAB_00515,Cucurbita moschata,Palmae,11598,Cucurbita moschata,Cucurbitaceae
11599,TAB_00576,Kuerbiskernoel,Cucurbitaceae,11599,Not found,Cucurbitaceae
11600,TAB_00583,Curupira tefeensis,Cucurbitaceae,11600,Curupira tefeensis,Olacaceae
11601,TAB_00713,Cynara cardunculus L.,Olacaceae,11601,Cynara cardunculus,Asteraceae
11602,TAB_00715,Cyperus betacea,Compositae,11602,Cyperus sp.,Cyperaceae
11603,TAB_00722,Delphinium cultorum,Solanaceae,11603,Delphinium sp.,Ranunculaceae
11604,TAB_00730,Enterolobium contortisiliquum,Ranunculaceae,11604,Enterolobium contortisiliquum,Fabaceae
11605,TAB_00795,Filipendula,Legumonosae,11605,Filipendula spp.,Rosaceae
11606,TAB_00837,Gentiana asclepiadea,Rosaceae,11606,Dasistepha asclepiadea,Gentianaceae
11607,TAB_00856,Geum urbanum,Gentianaceae,11607,Geum urbanum,Rosaceae
11608,TAB_00875,Clycine soja,Rosaceae,11608,Glycine soja,Fabaceae
11609,TAB_00882,Gmelina hytrix,Leguminosae,11609,Gmelina philippensis,Lamiaceae
11610,TAB_00884,Guarea chichon (Mexico),Verbenaceae,11610,Guarea chichon,Meliaceae
11611,TAB_00893,Guarea excelsa (Mexico),Meliaceae,11611,Guarea glabra,Meliaceae
11612,TAB_00894,Insula helenium,Meliaceae,11612,Inula helenium,Asteraceae
11613,TAB_01007,Irvingia gabonensis,,11613,Irvingia gabonensis,Irvingiaceae
11614,TAB_01020,,Simarubaceae,11614,Lagenaria siceraria,Cucurbitaceae
11615,TAB_01056,,Lagenaria siceraria,11615,Lagenaria siceraria,Cucurbitaceae
11616,TAB_01057,,Lagenaria siceraria,11616,Leucojum vernum,Amaryllidaceae
11617,TAB_01117,,Leucojum vernum,11617,Ligularia przewalskii,Asteraceae
11618,TAB_01122,,Ligularia przewalskii,11618,Ligularia przewalskii,Asteraceae
11619,TAB_01123,,Ligularia przewalskii,11619,Lobelia cardinalis,Campanulaceae
11620,TAB_01177,,Lobelia cardinalis,11620,Lunaria rediviva,Brassicaceae
11621,TAB_01192,,Lunaria rediviva,11621,Macadamia ternifolia,Proteaceae
11622,TAB_01213,,Macadamia ternifolia,11622,Manihot flabellifolia,Euphorbiaceae
11623,TAB_01232,Mucuna sloanei,Manihot flabellifolia,11623,Mucuna sloanei,Fabaceae
11624,TAB_01281,Myrcianthes pungens,Leguminosae,11624,Myrcianthes pungens,Myrtaceae
11625,TAB_01294,Nigella damascena,Myrtaceae,11625,Nigella damascena,Ranunculaceae
11626,Typ1_00199,Elaeis guineensis,Ranunculaceae,11626,Elaeis guineensis,Arecaceae
11627,Typ1_00256,Pinus pinaster Soland.-Chocha,Palmae,11627,Pinus pinaster,Pinaceae
11628,TYP1_00382,Pinus pinaster Soland.-Chocha,Pinaceae,11628,Pinus pinaster,Pinaceae
11629,TYP1_00383,Pithecellobium flexicaule,Pinaceae,11629,Ebenopsis ebano,Fabaceae
11630,TYP1_00394,Pittosproum crassifolium,Leguminosae,11630,Pittosporum crassifolium,Pittosporaceae
11631,TYP1_00395,Pittosproum undulatum,Pittosporaceae,11631,Pittosporum undulatum,Pittosporaceae
11632,TYP1_00396,Plumeria alba,Pittosporaceae,11632,Plumeria inodora,Apocynaceae
11633,TYP1_00407,Pritchardia,Apocynaceae,11633,Pritchardia sp.,Arecaceae
11634,TYP1_00430,Prunus persica,Palmae,11634,Prunus persica,Rosaceae
11635,TYP1_00454,Psidium guajava,Rosaceae,11635,Psidium guajava,Myrtaceae
11636,TYP1_00459,Putranjiva roxburghii,Myrtaceae,11636,Putranjiva roxburghii,Putranjivaceae
11637,TYP1_00473,Putranjiva roxburghii,Euphorbiaceae,11637,Putranjiva roxburghii,Putranjivaceae
11638,TYP1_00474,Ribes nigrum,Euphorbiaceae,11638,Ribes nigrum,Grossulariaceae
11639,TYP1_00541,Robinia pseudoacacia,Saxifragaceae,11639,Robinia pseudoacacia,Fabaceae
11640,TYP1_00547,Buxus wallichiana,Leguminosae,11640,Buxus wallichiana,Buxaceae
11641,TYP1_01018,Abies pindrow,Buxaceae,11641,Abies pindrow,Pinaceae
11642,TYP1_01122,Aspilia (latifolia) africana,Morinda,11642,Aspilia latifolia,Asteraceae
11643,TYP1_01156,Astragalus complanatus,Compositae,11643,Astragalus complanatus,Fabaceae
11644,TYP1_01158,Azadirachta indica,Leguminosae,11644,Azadirachta indica,Meliaceae
11645,TYP1_01162,Cucumeropsis manii,Meliaceae,11645,Melothria sphaerocarpa,Cucurbitaceae
11646,TYP1_01208,Cuphea laminuligera,Cucurbitaceae,11646,Cuphea laminuligera,Lythraceae
11647,TYP1_01223,Cuphea lutea,Lythraceae,11647,Cuphea lutea,Lythraceae
11648,TYP1_01227,Cuphea tolucana,Lythraceae,11648,Cuphea tolucana,Lythraceae
11649,TYP1_01229,Cuphea wrightii,Lythraceae,11649,Cuphea wrightii,Lythraceae
11650,TYP1_01232,Gynandropsis gynandra,Lythraceae,11650,Gynandropsis gynandra,Cleomaceae
11651,TYP1_01290,Hippophae rhamnoides,Capparaceae,11651,Hippophae rhamnoides,Elaeagnaceae
11652,TYP1_01331,Ixora chinensis,Elaeagnaceae,11652,Ixora chinensis,Rubiaceae
11653,TYP1_01370,,Rubiaceae,11653,Jatropha curcas,Euphorbiaceae
11654,TYP1_01371,,Jatropha curcas,11654,Leonurus cardiaca,Lamiaceae
11655,TYP1_01404,,Leonurus cardiaca,11655,Madhuca longifolia,Sapotaceae
11656,TYP1_01497,Morchella esculenta,Madhuca indica,11656,Marthella sp.,Burmanniaceae
11657,Typ1_01509,Moringa oleifera,Morchellaceae,11657,Moringa oleifera,Moringaceae
11658,Typ1_01512,Hiptage benghalensis,Moringaceae,11658,Hiptage benghalensis,Malpighiaceae
11659,TYP1_02743,Holarrhena antidlysenterica,Malphighiaceae,11659,Walidda antidysenterica,Apocynaceae
11660,TYP1_02753,Acacia arabica,Apocynaceae,11660,Acacia nilotica,Fabaceae
11661,TYP5_00057,Adhatoda vasica,Leguminosae,11661,Justicia adhatoda,Acanthaceae
11662,TYP5_00207,"Aegle, marmelos",Acanthaceae,11662,Aegle marmelos,Rutaceae
11663,TYP5_00217,Aleurites trisperma,Rutaceae,11663,Aleurites trisperma,Euphorbiaceae
11664,TYP5_00292,Amaranthus cruentus,Euphorbiaceae,11664,Amaranthus cruentus,Amaranthaceae
11665,TYP5_00379,Anethum graveolens,Amaranthaceae,11665,Anethum graveolens,Apiaceae
11666,TYP5_00437,Anthriscus caucalis,Umbelliferae,11666,Anthriscus caucalis,Apiaceae
11667,TYP5_00467,Anthriscus cerefolium H.,Umbelliferae,11667,Anthriscus cerefolium,Apiaceae
11668,TYP5_00471,Argania spinosa,Umbelliferae,11668,Argania spinosa,Sapotaceae
11669,TYP5_00529,Artemisia herba alba,Sapotaceae,11669,Artemisia sp. ,Asteraceae
11670,TYP5_00561,Astrocaryum tucuma,Compositae,11670,Astrocaryum aculeatum,Arecaceae
11671,TYP5_00641,Astrocaryum vulgare,Palmae,11671,Astrocaryum vulgare,Arecaceae
11672,TYP5_00645,Attalea colenda,Palmae,11672,Attalea colenda,Arecaceae
11673,TYP5_00660,Attalea speciosa,Arecaceae,11673,Attalea speciosa,Arecaceae
11674,TYP5_00672,Bombax ceiba,Palmae,11674,Bombax ceiba,Malvaceae
11675,TYP5_00826,Brassica juncea,Bombacaeae,11675,Brassica juncea,Brassicaceae
11676,TYP5_00884,Brassica napus,Cruciferae,11676,Brassica napus,Brassicaceae
11677,TYP5_00897,Brassica nigra (L.) Koch.,Cruciferae,11677,Brassica nigra,Brassicaceae
11678,TYP5_00916,Brassica rapa,Brassicinae,11678,Brassica rapa,Brassicaceae
11679,TYP5_00952,Brassica ssp.,Cruciferae,11679,Brassica spp.,Brassicaceae
11680,TYP5_00956,Bupleurum falcatum,,11680,Bupleurum falcatum,Apiaceae
11681,TYP5_00998,Butea monosperma,Umbelliferae,11681,Butea monosperma,Fabaceae
11682,TYP5_01009,Butyrospermum paradoxum,Papilionaceae,11682,Butyrospermum paradoxum,Sapotaceae
11683,TYP5_01014,Camelina sativa,Sapotaceae,11683,Camelina sativa,Brassicaceae
11684,Typ5_01110,Camellia sinensis,Cruciferae,11684,Camellia sinensis,Theaceae
11685,Typ5_01127,Cannabis sativa,Theaceae,11685,Cannabis sativa,Cannabaceae
11686,Typ5_01152,Cedrus deodara,Cannabaceae,11686,Cedrus deodara,Pinaceae
11687,Typ5_01385,Ceiba pentandra,Pinaceae,11687,Ceiba pentandra,Malvaceae
11688,Typ5_01395,Kampferbaum,Bombacaceae,11688,Cinnamomum camphora,Lauraceae
11689,TYP5_01548,Citrullus lanatus,Cinnaomum camphora,11689,Citrullus lanatus,Cucurbitaceae
11690,TYP5_01571,Cochlospermaceae,Cucurbitaceae,11690,Cochlospermum religiosum,Bixaceae
11691,TYP5_01669,Croton tiglium,Cochlospermum religiosum,11691,Croton tiglium,Euphorbiaceae
11692,TYP5_01920,Melonenkuerbis,Euphorbiaceae,11692,Not found,Cucurbitaceae
11693,TYP5_01946,Daphne papyracea,Cucurbitaceae,11693,Daphne papyracea,Thymelaeaceae
11694,TYP5_02050,Daucus carota,Thymelaeaceae,11694,Daucus carota,Apiaceae
11695,TYP5_02063,Sapotaceae,Umbelliferae,11695,Diploknema butyracea,Sapotaceae
11696,TYP5_02145,Euphoribiaceae,Diploknema butyracea,11696,Phyllanthus emblica,Euphorbiaceae
11697,TYP5_02251,Euphorbia lathyris,Emblica officinalis,11697,Euphorbia lathyris,Euphorbiaceae
11698,TYP5_02400,Fagus sylvatica,Euphorbiaceae,11698,Fagus sp.,Fagaceae
11699,TYP5_02440,Foeniculum vulgare,Fagaceae,11699,Foeniculum vulgare,Apiaceae
11700,TYP5_02493,Glycine max,Umbelliferae,11700,Glycine max,Fabaceae
11701,TYP5_02567,Glycine max,Papilionaceae,11701,Glycine max,Fabaceae
11702,TYP5_02568,Guizotia abyssinica,Papilionaceae,11702,Guizotia abyssinica,Asteraceae
11703,TYP5_02613,Helleborus abchasicus,Asteraceae,11703,Helleborus sp.,Ranunculaceae
11704,TYP5_02685,Hevea brasiliensis,Ranunculaceae,11704,Hevea brasiliensis,Euphorbiaceae
11705,TYP5_02710,Hibiscus butyracea,Euphorbiaceae,11705,Hibiscus sp.,Malvaceae
11706,TYP5_02720,Hibiscus sabdariffa,Malvaceae,11706,Hibiscus sabdariffa,Malvaceae
11707,TYP5_02725,Hydnocarpus wightiana,Malvaceae,11707,Hydnocarpus sp.,Achariaceae
11708,TYP5_02800,Irvingia barteri,Flacourtiaceae,11708,Not found,Irvingiaceae
11709,TYP5_02887,Irvingia gabonensis,Simarubaceae,11709,Irvingia gabonensis,Irvingiaceae
11710,TYP5_02892,,Simarubaceae,11710,Litsea glutinosa,Lauraceae
11711,TYP5_03307,,Litsea glutinosa,11711,Luffa cylindrica,Cucurbitaceae
11712,TYP5_03363,,Luffa cylindrica,11712,Lupinus mutabilis,Fabaceae
11713,TYP5_03380,,Lupinus mutabilis,11713,Lycopersicon sp.,Solanaceae
11714,TYP5_03388,,Lycopersicon lycopersicum,11714,Diploknema butyracea,Sapotaceae
11715,TYP5_03414,,Madhuca butyracea,11715,Madhuca longifolia,Sapotaceae
11716,TYP5_03430,,Madhuca longifolia,11716,Mallotus philippensis,Euphorbiaceae
11717,TYP5_03456,,Mallotus philippinensis,11717,Mallotus philippensis,Euphorbiaceae
11718,TYP5_03458,,Mallotus philippinensis,11718,Melia azedarach,Meliaceae
11719,TYP5_03548,Morus alba,Melia azedarach,11719,Morus alba,Moraceae
11720,Typ5_03674,Myristica fragrans,Moraceae,11720,Myristica fragrans,Myristicaceae
11721,Typ5_03708,Onguekoa gore,Myristicaceae,11721,Ongokea gore,Olacaceae
11722,Typ5_03888,Punica granatum,Olacaceae,11722,Punica granatum,Lythraceae
11723,TYP5_03961,Prunus persica,Punicaceae,11723,Prunus persica,Rosaceae
11724,TYP5_04001,Prunus domestica,Rosaceae,11724,Prunus domestica,Rosaceae
11725,TYP5_04023,Prunus armeniaca,Rosaceae,11725,Armeniaca vulgaris var. vulgaris,Rosaceae
11726,TYP5_04055,Prunus armeniaca,Rosaceae,11726,Armeniaca vulgaris var. vulgaris,Rosaceae
11727,TYP5_04057,Ricinus communis,Rosaceae,11727,Ricinus communis,Euphorbiaceae
11728,TYP5_04070,Ricinus communis,Euphorbiaceae,11728,Ricinus communis,Euphorbiaceae
11729,TYP5_04081,Oncoba echinata,Euphorbiaceae,11729,Oncoba echinata,Salicaceae
11730,Typ5_04407,Orbignya cohune,Flacourtiaceae,11730,Orbignya cohune,Arecaceae
11731,Typ5_04432,Orbignya huebneri,Palmae,11731,Attalea speciosa,Arecaceae
11732,Typ5_04433,Orbignya martiana,Palmae,11732,Attalea speciosa,Arecaceae
11733,Typ5_04435,Orbignya oleifera,Palmae,11733,Attalea vitrivir,Arecaceae
11734,Typ5_04439,Oroxylum indicum,Cocoidea,11734,Oroxylum indicum,Bignoniaceae
11735,Typ5_04454,Papaver somniferum,Bignoniaceae,11735,Papaver somniferum,Papaveraceae
11736,TYP5_04580,Papaver somniferum,PAPAVERACEAE,11736,Papaver somniferum,Papaveraceae
11737,TYP5_04582,Patersonia lanata,PAPAVERACEAE,11737,Genosiris lanata,Iridaceae
11738,TYP5_04654,Perilla frutescens,IRIDACEAE,11738,Perilla frutescens,Lamiaceae
11739,TYP5_04689,Perilla frutescens,LABIATAE,11739,Perilla frutescens,Lamiaceae
11740,TYP5_04694,Phytelephas aequatorialis,LABIATAE,11740,Phytelephas aequatorialis,Arecaceae
11741,TYP5_04793,Pinus californiarum,PALMAE,11741,Pinus monophylla,Pinaceae
11742,TYP5_04849,Pinus cembroides,PINACEAE,11742,Pinus cembroides,Pinaceae
11743,TYP5_04851,Pinus wallichiana,PINACEAE,11743,Pinus wallichiana,Pinaceae
11744,TYP5_04894,Pistacia vera,PINACEAE,11744,Pistacia vera,Anacardiaceae
11745,TYP5_04902,Pogostemon benghalensis,ANACARDIACEAE,11745,Pogostemon benghalensis,Lamiaceae
11746,TYP5_04945,Prinsepia utilis,LABIATAE,11746,Prinsepia utilis,Rosaceae
11747,TYP5_04986,Prunus dulcis var. amara,ROSACEAE,11747,Amygdalus communis,Rosaceae
11748,TYP5_05037,Prunus dulcis var. dulcis,ROSACEAE,11748,Amygdalus communis,Rosaceae
11749,TYP5_05038,Sapindus mukorossi,ROSACEAE,11749,Sapindus mukorossi,Sapindaceae
11750,TYP5_05194,Sapium sebiferum,SAPINDACEAE,11750,Sapium sebiferum,Euphorbiaceae
11751,TYP5_05203,Sapium sebiferum,EUPHORBIACEAE,11751,Sapium sebiferum,Euphorbiaceae
11752,TYP5_05212,Schleichera oleosa,EUPHORBIACEAE,11752,Schleichera oleosa,Sapindaceae
11753,TYP5_05295,Scholtzia laxiflora,SAPINDACEAE,11753,Baeckea laxiflora,Myrtaceae
11754,TYP5_05298,Scholtzia oligandra,MYRTACEAE,11754,Baeckea oligandra,Myrtaceae
11755,TYP5_05299,Semecarpus anacardium,MYRTACEAE,11755,Semecarpus sp.,Anacardiaceae
11756,TYP5_05481,Sesamum indicum,ANACARDIACEAE,11756,Sesamum orientale,Pedaliaceae
11757,TYP5_05517,Shorea gysbertsiana,PEDALIACEAE,11757,Shorea sp.,Dipterocarpaceae
11758,TYP5_05547,Shorea macrophylla,DIPTEROCARPACEAE,11758,Shorea sp.,Dipterocarpaceae
11759,TYP5_05548,Shorea palembassica,DIPTEROCARPACEAE,11759,Shorea sp.,Dipterocarpaceae
11760,TYP5_05549,Shorea pinanga,DIPTEROCARPACEAE,11760,Shorea sp.,Dipterocarpaceae
11761,TYP5_05550,Shorea stenoptera,DIPTEROCARPACEAE,11761,Shorea sp.,Dipterocarpaceae
11762,TYP5_05558,Skimmia laureola,DIPTEROCARPACEAE,11762,Skimmia laureola,Rutaceae
11763,TYP5_05625,Stenophyllus longifolius,RUTACEAE,11763,Eremophila longifolia,Asteraceae
11764,TYP5_05707,Styphelia sp. affin. pulchella,CYPERACEAE,11764,Gonostemon hirsutus var. affinis,Apocynaceae
11765,TYP5_05740,Taxus baccata,EPACRIDACEAE,11765,Taxus baccata,Taxaceae
11766,TYP5_05781,Terminalia bellirica (Roxb.),TAXACEAE,11766,Terminalia bellirica,Combretaceae
11767,TYP5_05797,Tetragonia decumbens,COMBRETACEAE,11767,Tetragonia decumbens,Aizoaceae
11768,TYP5_05809,Thespesia lampas,AIZOACEAE,11768,Thespesia lampas,Malvaceae
11769,TYP5_05833,Thevetia peruviana,MALVACEAE,11769,Thevetia peruviana,Apocynaceae
11770,TYP5_05841,Thevetia peruviana,APOCYNACEAE,11770,Thevetia peruviana,Apocynaceae
11771,TYP5_05845,Trachymene aniscocarpa,APOCYNACEAE,11771,Trachymene sp.,Araliaceae
11772,TYP5_05890,Urtica dioca,UMBELLIFERAE,11772,Urtica dioica,Urticaceae
11773,TYP5_05989,Ventilago calyculata Tul.,URTICACEAE,11773,Ventilago calyculata,Rhamnaceae
11774,TYP5_06019,Vernicia cordata,RHAMNACEAE,11774,Vernicia cordata,Euphorbiaceae
11775,TYP5_06021,Vernicia montana,EUPHORBIACEAE,11775,Vernicia montana,Euphorbiaceae
11776,TYP5_06022,Vitellaria paradoxa,EUPHORBIACEAE,11776,Vitellaria paradoxa,Sapotaceae
11777,TYP5_06133,Xanthorrhoea australis,SAPOTACEAE,11777,Not found,Xanthorrhoeaceae
11778,TYP5_06166,Xanthorrhoea quandrangulata,XANTHORRHOEACEAE,11778,Not found,Xanthorrhoeaceae
11779,TYP5_06167,Zanthoxylum armatum,XANTHORRHOEACEAE,11779,Zanthoxylum armatum,Rutaceae
11780,TYP5_06182,Alpinia oxyphylla,RUTACEAE,11780,Alpinia oxyphylla,Zingiberaceae
11781,TYP5_06242,Astrocaryum vulgare,ZINGIBERACEAE,11781,Astrocaryum vulgare,Arecaceae
11782,TYP5_06283,Avena sativa,PALMAE,11782,Avena sativa,Poaceae
11783,TYP5_06296,Bifora radians,GRAMINEAE,11783,Anidrum radians,Apiaceae
11784,TYP5_06320,Brassica barrelieri,UMBELLIFERAE,11784,Brassica barrelieri,Brassicaceae
11785,TYP5_06325,Brassica fruticolosa Cyr.,CRUCIFERAE,11785,Brassica fruticulosa,Brassicaceae
11786,TYP5_06326,Brassica oxyrrhina,CRUCIFERAE,11786,Brassica oxyrrhina,Brassicaceae
11787,TYP5_06327,Brassica tournefortii,CRUCIFERAE,11787,Brassica tournefortii,Brassicaceae
11788,TYP5_06328,Pterospermum acerifolium,CRUCIFERAE,11788,Pterospermum acerifolium,Malvaceae
11789,TYP5_06390,Quercus leucotrichophora,STERCULIACEAE,11789,Quercus sp.,Fagaceae
11790,TYP5_06408,Rhus succedanea,FAGACEAE,11790,Rhus succedanea,Anacardiaceae
11791,TYP5_06522,Lagerstroemia speciosa,ANACARDIACEAE,11791,Lagerstroemia speciosa,Lythraceae
11792,TYP5_06571,Robinia pseudocacia,LYTHRACEAE,11792,Robinia pseudoacacia,Fabaceae
11793,TYP5_06749,Curupira tefeensis,LEGUMINOSAE-PAPILIONOIDEAE,11793,Curupira tefeensis,Olacaceae
11794,TYP5_06787,Tordylium maximum,OLACACEAE,11794,Tordylium maximum,Apiaceae
11795,TYP5_06907,Torilis arvensis,UMBELLIFERAE,11795,Torilis arvensis,Apiaceae
11796,TYP5_06908,Torilis arvensis ssp. neglecta,UMBELLIFERAE,11796,Torilis arvensis,Apiaceae
11797,TYP5_06909,Torilis japonica,UMBELLIFERAE,11797,Torilis japonica,Apiaceae
11798,TYP5_06910,Triticum aestivum,UMBELLIFERAE,11798,Triticum aestivum,Poaceae
11799,TYP5_06940,Triticum durum,GRAMINEAE,11799,Triticum durum,Poaceae
11800,TYP5_06941,Sapium sebiferum,GRAMINEAE,11800,Sapium sebiferum,Euphorbiaceae
11801,TYP5_07077,Rhus succedanea,EUPHORBIACEAE,11801,Rhus succedanea,Anacardiaceae
11802,TYP5_07212,Rhus succedanea,ANACARDIACEAE,11802,Rhus succedanea,Anacardiaceae
11803,TYP5_07213,Rhus succedanea,ANACARDIACEAE,11803,Rhus succedanea,Anacardiaceae
11804,TYP5_07214,Rhus succedanea,ANACARDIACEAE,11804,Rhus succedanea,Anacardiaceae
11805,TYP5_07215,Rhus succedanea,ANACARDIACEAE,11805,Rhus succedanea,Anacardiaceae
11806,TYP5_07216,Rhus succedanea,ANACARDIACEAE,11806,Rhus succedanea,Anacardiaceae
11807,TYP5_07217,Rhus succedanea,ANACARDIACEAE,11807,Rhus succedanea,Anacardiaceae
11808,TYP5_07218,Rhus succedanea,ANACARDIACEAE,11808,Rhus succedanea,Anacardiaceae
11809,TYP5_07219,Rhus succedanea,ANACARDIACEAE,11809,Rhus succedanea,Anacardiaceae
11810,TYP5_07220,Rhus succedanea,ANACARDIACEAE,11810,Rhus succedanea,Anacardiaceae
11811,TYP5_07221,Rhus succedanea,ANACARDIACEAE,11811,Rhus succedanea,Anacardiaceae
11812,TYP5_07222,Rhus succedanea,ANACARDIACEAE,11812,Rhus succedanea,Anacardiaceae
11813,TYP5_07223,Rhus succedanea,ANACARDIACEAE,11813,Rhus succedanea,Anacardiaceae
11814,TYP5_07224,Rhus succedanea,ANACARDIACEAE,11814,Rhus succedanea,Anacardiaceae
11815,TYP5_07225,Rhus succedanea,ANACARDIACEAE,11815,Rhus succedanea,Anacardiaceae
11816,TYP5_07226,Rhus succedanea,ANACARDIACEAE,11816,Rhus succedanea,Anacardiaceae
11817,TYP5_07227,Rhus succedanea,ANACARDIACEAE,11817,Rhus succedanea,Anacardiaceae
11818,TYP5_07228,Rhus succedanea,ANACARDIACEAE,11818,Rhus succedanea,Anacardiaceae
11819,TYP5_07229,Rhus succedanea,ANACARDIACEAE,11819,Rhus succedanea,Anacardiaceae
11820,TYP5_07230,Rhus succedanea,ANACARDIACEAE,11820,Rhus succedanea,Anacardiaceae
11821,TYP5_07231,Rhus succedanea,ANACARDIACEAE,11821,Rhus succedanea,Anacardiaceae
11822,TYP5_07232,Rhus succedanea,ANACARDIACEAE,11822,Rhus succedanea,Anacardiaceae
11823,TYP5_07233,Rhus succedanea,ANACARDIACEAE,11823,Rhus succedanea,Anacardiaceae
11824,TYP5_07234,Rhus succedanea,ANACARDIACEAE,11824,Rhus succedanea,Anacardiaceae
11825,TYP5_07235,Borreria stricta,ANACARDIACEAE,11825,Tardavel stricta,Rubiaceae
11826,TYP5_07730,Reptonia buxifolia,RUBIACEAE,11826,Monotheca buxifolia,Sapotaceae
11827,TYP5_07731,Bequaertiodendron magalismontanum,SAPOTACEAE,11827,Bequaertiodendron magalismontanum,Sapotaceae
11828,TYP5_07732,Manilkara littoralis,SAPOTACEAE,11828,Manilkara littoralis,Sapotaceae
11829,TYP5_07733,Francoa appendiculata,SAPOTACEAE,11829,Francoa sonchifolia var. appendiculata,Melianthaceae
11830,TYP5_07734,Verbascum thapsus,SAXIFRAGACEAE,11830,Verbascum thapsus,Scrophulariaceae
11831,TYP5_07735,Verbascum phlomoides,SCROPHULARIACEAE,11831,Verbascum phlomoides,Scrophulariaceae
11832,TYP5_07736,Verbascum thapsiforma,SCROPHULARIACEAE,11832,Verbascum densiflorum,Scrophulariaceae
11833,TYP5_07737,Crambe abyssinica,SCROPHULARIACEAE,11833,Crambe hispanica subsp. abyssinica,Brassicaceae
